drug_name,drug_page,name,content,len
Neostigmine,https://en.wikipedia.org/wiki/Neostigmine,Neostigmine,"Neostigmine, sold under the brand name Bloxiverz, among others, is a medication used to treat myasthenia gravis, Ogilvie syndrome, and urinary retention without the presence of a blockage. It is also used in anaesthesia to end the effects of non-depolarising neuromuscular blocking medication. It is given by injection either into a vein, muscle, or under the skin.",57
Iodine,https://en.wikipedia.org/wiki/Iodine_(medical_use),Iodine_(medical_use),Iodine is used to treat and prevent iodine deficiency and as an antiseptic. For iodine deficiency it can be given by mouth or injection into a muscle. As an antiseptic it may be used on wounds that are wet or to disinfect the skin before surgery.Common side effects when applied to the skin include irritation and discoloration.,57
Cefixime,https://en.wikipedia.org/wiki/Cefixime,Cefixime,"Cefixime, sold under the brand name Suprax among others, is an antibiotic medication used to treat a number of bacterial infections. These infections include otitis media, strep throat, pneumonia, urinary tract infections, gonorrhea, and Lyme disease. For gonorrhea typically only one dose is required. In the United States it is a second-line treatment to ceftriaxone for gonorrhea.",57
Calcium folinate,https://en.wikipedia.org/wiki/Calcium_folinate,Calcium_folinate,"Folinic acid, also known as leucovorin, is a medication used to decrease the toxic effects of methotrexate and pyrimethamine. It is also used in combination with 5-fluorouracil to treat colorectal cancer and pancreatic cancer, may be used to treat folate deficiency that results in anemia, and methanol poisoning. It is taken by mouth, injection into a muscle,",57
Entecavir,https://en.wikipedia.org/wiki/Entecavir,Entecavir,"Entecavir (ETV), sold under the brand name Baraclude, is an antiviral medication used in the treatment of hepatitis B virus (HBV) infection. In those with both HIV/AIDS and HBV antiretroviral medication should also be used. Entecavir is taken by mouth as a tablet or solution.Common side effects include headache, nausea, high blood sugar, and decreased kidney function.",57
Procarbazine,https://en.wikipedia.org/wiki/Procarbazine,Procarbazine,"Procarbazine is a chemotherapy medication used for the treatment of Hodgkin's lymphoma and brain cancers. For Hodgkin's it is often used together with chlormethine, vincristine, and prednisone while for brain cancers such as glioblastoma multiforme it is used with lomustine and vincristine. It is typically taken by mouth.Common side effect include low blood cell counts and vomiting.",57
Ascorbic acid,https://en.wikipedia.org/wiki/Ascorbic_acid,Ascorbic_acid,"Ascorbic acid is an organic compound with formula C6H8O6, originally called hexuronic acid. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. It is a mild reducing agent. Ascorbic acid exists as two enantiomers (mirror-image isomers), commonly denoted ""l"" (for ""levo"") and ""d"" (for ""dextro"").",57
Selenium sulfide,https://en.wikipedia.org/wiki/Selenium_disulfide,Selenium_disulfide,"Selenium disulfide, also known as selenium sulfide, is a chemical compound and medication used to treat seborrheic dermatitis, dandruff, and pityriasis versicolor. It is applied to the affected area as a lotion or shampoo. Symptoms frequently return if treatment is stopped.Side effects may include hair discoloration, skin irritation, and risk of systemic absorption and toxicity, among others.",57
Alcohol based hand rub,https://en.wikipedia.org/wiki/Alcohol_based_hand_rub,Alcohol_based_hand_rub,"Hand sanitizer (also known as hand antiseptic, hand disinfectant, hand rub, or handrub) is a liquid, gel or foam generally used to kill many viruses/bacteria/microorganisms on the hands. In most settings, hand washing with soap and water is generally preferred. Hand sanitizer is less effective at killing certain kinds of germs, such as norovirus and Clostridium difficile,",57
Urea,https://en.wikipedia.org/wiki/Urea-containing_cream,Urea-containing_cream,"Urea, also known as carbamide-containing cream, is used as a medication and applied to the skin to treat dryness and itching such as may occur in psoriasis, dermatitis, or ichthyosis. It may also be used to soften nails.In adults side effects are generally few. It may occasionally cause skin irritation. Urea works in part by loosening dried skin.",58
Diaphragms,https://en.wikipedia.org/wiki/Diaphragm_(contraceptive),Diaphragm_(contraceptive),"The diaphragm is a barrier method of birth control. It is moderately effective, with a one-year failure rate of around 12% with typical use. It is placed over the cervix with spermicide before sex and left in place for at least six hours after sex. Fitting by a healthcare provider is generally required.Side effects are usually very few.",58
Meglumine iotroxate,https://en.wikipedia.org/wiki/Meglumine_iotroxate,Meglumine_iotroxate,"Iotroxic acid (trade name Biliscopin), used in the form of meglumine iotroxate, is a molecule used as a contrast medium during X-rays. It is specifically used during tests looking at the gallbladder and biliary tract. It is given by slow injection into a vein.Side effects are uncommon. They include vomiting, skin flushing, headache, itchiness, and low blood pressure.",58
Tenofovir disoproxil fumarate,https://en.wikipedia.org/wiki/Tenofovir_disoproxil_fumarate,Tenofovir_disoproxil_fumarate,"Tenofovir disoproxil, sold under the trade name Viread among others, is a medication used to treat chronic hepatitis B and to prevent and treat HIV/AIDS. It is generally recommended for use with other antiretrovirals. It may be used for prevention of HIV/AIDS among those at high risk before exposure, and after a needlestick injury or other potential exposure.",58
norethisterone,https://en.wikipedia.org/wiki/Norethisterone,Norethisterone,"Norethisterone, also known as norethindrone and sold under many brand names, is a progestin medication used in birth control pills, menopausal hormone therapy, and for the treatment of gynecological disorders. The medication is available in both low-dose and high-dose formulations and both alone and in combination with an estrogen. It is used by mouth or, as norethisterone enanthate,",58
Metoclopramide,https://en.wikipedia.org/wiki/Metoclopramide,Metoclopramide,"Metoclopramide is a medication used for stomach and esophageal problems. It is commonly used to treat and prevent nausea and vomiting, to help with emptying of the stomach in people with delayed stomach emptying, and to help with gastroesophageal reflux disease. It is also used to treat migraine headaches.Common side effects include: feeling tired, diarrhea, and feeling restless.",58
Medroxyprogesterone acetate,https://en.wikipedia.org/wiki/Medroxyprogesterone_acetate,Medroxyprogesterone_acetate,"Medroxyprogesterone acetate (MPA), also known as depot medroxyprogesterone acetate (DMPA) in injectable form and sold under the brand name Depo-Provera among others, is a hormonal medication of the progestin type. It is used as a method of birth control and as a part of menopausal hormone therapy. It is also used to treat endometriosis, abnormal uterine bleeding, paraphilia,",58
Itraconazole,https://en.wikipedia.org/wiki/Itraconazole,Itraconazole,"Itraconazole, sometimes abbreviated ITZ, is an antifungal medication used to treat a number of fungal infections. This includes aspergillosis, blastomycosis, coccidioidomycosis, histoplasmosis, and paracoccidioidomycosis. It may be given by mouth or intravenously.Common side effects include nausea, diarrhea, abdominal pain, rash, and headache. Severe side effects may include liver problems, heart failure, Stevens–Johnson syndrome and allergic reactions including anaphylaxis.",58
Oxaliplatin,https://en.wikipedia.org/wiki/Oxaliplatin,Oxaliplatin,"Oxaliplatin, sold under the brand name Eloxatin among others, is a cancer medication (platinum-based antineoplastic class) used to treat colorectal cancer. It is given by injection into a vein.Common side effects include numbness, feeling tired, nausea, diarrhea, and low blood cell counts. Other serious side effects include allergic reactions. Use in pregnancy is known to harm the baby.",58
pyrimethamine,https://en.wikipedia.org/wiki/Pyrimethamine,Pyrimethamine,"Pyrimethamine, sold under the brand name Daraprim among others, is a medication used with leucovorin (leucovorin is used to decrease side effects of pyrimethamine; it does not have intrinsic anti-parasitic activity) to treat the parasitic diseases toxoplasmosis and cystoisosporiasis. It is also used with dapsone as a second-line option to prevent Pneumocystis jiroveci pneumonia in people with HIV/AIDS.",58
Realgar Indigo naturalis,https://en.wikipedia.org/wiki/Realgar-Indigo_naturalis,Realgar-Indigo_naturalis,"Realgar/Indigo naturalis (RIF), also known as Compound Huangdai (复方黄黛), is a medication used to treat acute promyelocytic leukemia. Effectiveness appears similar to arsenic trioxide. It is generally used together with all-trans-retinoic acid (ATRA). It is taken by mouth.Side effects may include abdominal pain and rash. It is made up of a combination of realgar (tetra-arsenic tetra-sulfide), Indigo naturalis,",58
