code,source,title,definition,len
1F2J,http://id.who.int/icd/entity/579570784,Sporotrichosis,"A disease caused by an infection with the fungi Sporothrix schenckii. This disease presents with symptoms depending on the site of infection. Transmission is by direct contact with infected thorny plants, sphagnum moss, soil, bales of hays, or infected plant material. Confirmation is by identification of Sporothrix schenckii from a tissue or skin sample.",54
QA14,http://id.who.int/icd/entity/1763891540,Contact with health services for human immunodeficiency virus counselling,"Human immunodeficiency virus counselling can be defined as accessible HIV counselling services that meet the needs of clients and providers in an equitable and acceptable manner, within the resources available and in line with national guidelines. Counselling should increase knowledge of HIV prevention and help the client to focus on solutions to risk reduction.",54
3B62,http://id.who.int/icd/entity/72474955,Qualitative platelet defects,"A disease caused by determinants arising after birth, during the antenatal period or genetically inherited factors. This disease is characterised by abnormalities in coagulation of the blood due to defective platelets. This condition may present with easy bruising, prolonged bleeding or, bleeding gums. Confirmation is by identification of decreased platelets in a blood sample.",54
DD52,http://id.who.int/icd/entity/2030064326,Femoral hernia,"A femoral hernia is a protrusion of a loop of the intestine through a weakened abdominal wall, located in the lower abdomen near the thigh. A hernia occurs when the contents of the abdomen (usually part of the small intestine) push through a weak point or tear the thin muscular wall of the abdomen,",54
LD56,http://id.who.int/icd/entity/1262245334,"Chimaera 46, XX, 46, XY","A disease caused by XX and XY embryonic fusion or two distinct loss event of a sex chromosome from a XXY embryo early in development. This results in a subset of cells in the body having a XX karyotype, while other cells demonstrate a XY karyotype. This disease may present with abnormal genital development.",54
MF33,http://id.who.int/icd/entity/1388194024,Premenstrual symptom or complaint,"A symptom of premenstrual syndrome affecting females that is idiopathic. This symptom is characterized by cyclic emotional, physical, or behavioural symptoms such as mood alterations, psychological changes, fluid retention, neurologic changes, gastrointestinal changes, pelvic heaviness, or dermatological changes affecting women in the luteal phase of the menstrual cycle that interfere with an individual's lifestyle.",54
6E66,http://id.who.int/icd/entity/1638354338,Secondary impulse control syndrome,"A syndrome characterized by the presence of prominent symptoms of disordered impulse control (e.g., excessive gambling, stealing, fire-setting, aggressive outburst, compulsive sexual behavior) that is judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings.",54
BD74,http://id.who.int/icd/entity/2057222152,Chronic peripheral venous insufficiency of lower extremities,"The presence of increased pressure in the peripheral venous system, particularly of the lower extremities. Peripheral venous hypertension may be due to incompetence of venous valves following deep vein thrombosis but other factors including obesity may also impair venous return. The consequences of chronic peripheral venous insufficiency include varicose veins, venous ulceration and lymphoedema.",54
DE11,http://id.who.int/icd/entity/237191235,Dumping syndrome,"Dumping syndrome is a group of signs and symptoms that develops most often in people who have had surgery to remove all or part of their stomach, or in whom surgically bypassed. It may occur early (during a meal or within 15-30 minutes after a meal with nausea, vomiting, abdominal pain, cramps, diarrhea, dizziness,",54
1B74,http://id.who.int/icd/entity/1622653958,Superficial bacterial folliculitis,"Bacterial infection of the follicular ostium manifested as follicular papules and pustules with perifollicular erythema. The most commonly isolated organisms are coagulase-negative staphylococci and Staphylococcus aureus. The infection may be acute but is more commonly subacute or chronic; individual lesions heal without scarring. Commonly affected sites include the scalp, beard area, thighs and buttocks.",54
MH15,http://id.who.int/icd/entity/1370023741,Sudden unexpected death in epilepsy,"Death occurring suddenly in a person with epilepsy, otherwise in a reasonable state of health. Death is not directly caused by a seizure or status epilepticus, and no determinable cause of death is found.[1] If performed, an autopsy or a verbal autopsy[2] showing no other cause of death is definitive but is not necessary.[1,2].",54
6B81,http://id.who.int/icd/entity/509381842,Bulimia Nervosa,"Bulimia Nervosa is characterized by frequent, recurrent episodes of binge eating (e.g., once a week or more over a period of at least one month). A binge eating episode is a distinct period of time during which the individual experiences a subjective loss of control over eating, eating notably more or differently than usual,",54
7A65,http://id.who.int/icd/entity/1378403680,"Circadian rhythm sleep-wake disorder, jet lag type","Circadian rhythm sleep-wake disorder, jet lag type is characterized by a temporary mismatch between the timing of the sleep and wake cycle generated by the endogenous circadian clock and that of the sleep and wake pattern required by a change in time zone. Individuals complain of disturbed sleep, sleepiness and fatigue, and impaired daytime function.",55
6A71,http://id.who.int/icd/entity/1194756772,Recurrent depressive disorder,"Recurrent depressive disorder is characterized by a history or at least two depressive episodes separated by at least several months without significant mood disturbance. A depressive episode is characterized by a period of almost daily depressed mood or diminished interest in activities lasting at least two weeks accompanied by other symptoms such as difficulty concentrating,",55
1G83,http://id.who.int/icd/entity/270343310,Sequelae of poliomyelitis,"Sequelae of poliomyelitis refers to the residuals of acute poliomyelitis as well as other disorders that have an etiological link to either the acute polio infection or to chronic deficits resulting from the acute infection. Disorders that may manifest late in the lives of polio survivors include early advanced degenerative arthritis, sleep disorders, respiratory insufficiency,",55
